"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g299",125.989129254513,-2.79430287545599,0.634375114578708,-4.40481161892945,1.05875843809249e-05,0.000128605153397656
"g504",303.332921552447,1.67227479980646,0.381399139916763,4.38457936788065,1.16210108298581e-05,0.000139874712170292
"g1763",129.297274908501,1.62462147603987,0.370816853441364,4.38119643420351,1.18029401019715e-05,0.000140784618873966
"g1106",415.619613275358,-1.91206898145927,0.439034000976367,-4.35517289596483,1.32961929693151e-05,0.000157179995458689
"g186",526.141095085633,1.50965576369578,0.347005346864913,4.35052594242439,1.35811385373485e-05,0.000159127676313712
"g532",7115.64461648164,1.37157631510012,0.316209284964745,4.33755863700537,1.44074104594887e-05,0.000167328170599676
"g1484",360.561482135005,-1.28844500064917,0.298654781780529,-4.31416163159245,1.60209705789703e-05,0.000184450130839623
"g1245",1573.56029646502,-2.30418807776638,0.534637183117381,-4.3098163586959,1.63390169086446e-05,0.000186490158509012
"g1126",401.818935132547,-2.5589874428887,0.594080213808667,-4.30747798598265,1.65126524035347e-05,0.000186861126344273
"g1134",182.246483309546,1.85056614217207,0.433196369430458,4.27188746896722,1.93825386464596e-05,0.00021747865396536
"g334",187.812876097086,-2.02879395411662,0.475242231871444,-4.26896815572868,1.96379299447478e-05,0.000218492598712992
"g169",610.232171683481,1.80857794785389,0.427658315029614,4.22902556618979,2.3470567589118e-05,0.000258958595733269
"g1389",1434.46807535242,-1.52117902684564,0.360043006146503,-4.22499257276691,2.38948658633901e-05,0.000261461176885359
"g65",5749.93261627815,1.48308802448709,0.351585732283724,4.21828273534792,2.46170016866327e-05,0.000267155001910669
"g1482",382.991318424732,1.70835551748028,0.406928438619874,4.19817185369075,2.69078405142085e-05,0.000289642120657008
"g1749",550.438458144031,-1.55000501595823,0.369555122664226,-4.19424578607871,2.73780996799335e-05,0.000292327451421226
"g1618",662.640039968543,1.10760227653393,0.264631863156223,4.18544563501813,2.84607182326762e-05,0.000301455927520507
"g425",1326.01827956718,1.62975696831345,0.389707083450649,4.18200499175643,2.88949624312323e-05,0.000302584160463201
"g780",1816.61500269901,1.69174421269239,0.404627699725528,4.18098962043369,2.90243114643705e-05,0.000302584160463201
"g1133",2003.32307715652,1.9949677928121,0.480606997491323,4.15093372178401,3.31121650828618e-05,0.000342503957575851
"g341",130.973908512576,-3.99241698355498,0.966179392787521,-4.13216946392996,3.59355315711277e-05,0.000368826696125373
"g237",1025.07967494129,1.12172503913939,0.271884978081866,4.12573378291476,3.69554559971401e-05,0.00037637710569395
"g933",511.518282160679,1.80618333890207,0.438510211298939,4.11890827707721,3.8067162348468e-05,0.000384739869842532
"g289",8.21220937679676,6.55975598196156,1.62274005951888,4.04239480222511,5.29080515607297e-05,0.000530683789897017
"g617",410.732480053435,1.14723699645394,0.285855144977072,4.01335087582892,5.98628268291084e-05,0.00059592768963714
"g328",18.4329362365996,3.14999949398463,0.787473990808761,4.00013147196072,6.33073030733045e-05,0.000625513949769069
"g466",2945.14185347968,1.49611068448736,0.374180296368921,3.99836843095627,6.37806181172381e-05,0.000625522506572024
"g1286",125.267750781508,1.83971277785205,0.46122251122343,3.9887749038356,6.64154056135687e-05,0.000646573507590919
"g1493",1055.11154240397,-2.91370321778327,0.731114066469808,-3.9852922429083,6.73971245106258e-05,0.000651341553664734
"g1533",1810.89168024917,1.158919335569,0.291017581714202,3.98230006841005,6.82515328492967e-05,0.000654819054293252
"g310",1685.34259693351,2.09832232453766,0.527347810488902,3.97901021451537,6.92027680748087e-05,0.000659168812453574
"g1056",74.4279425560855,1.9544002323287,0.492007494683775,3.97229768539367,7.11826859292859e-05,0.000670570845202986
"g1152",310.212910385386,1.89002915702719,0.475894568318584,3.97152916391752,7.14127561734298e-05,0.000670570845202986
"g871",1781.90650386934,-2.87056609638325,0.723285727771513,-3.9687857594365,7.2239792285013e-05,0.00067083480791651
